fpr,tpr,auc
0.24004305705059203,0.4918793503480278,0.685
0.24375074751823944,0.4918793503480278,0.685
0.24375074751823944,0.494199535962877,0.685
0.24398995335486187,0.494199535962877,0.685
0.24398995335486187,0.4965197215777262,0.685
0.24434876210979548,0.4965197215777262,0.685
0.24434876210979548,0.4988399071925754,0.685
0.2465016146393972,0.4988399071925754,0.685
0.2467408204760196,0.4988399071925754,0.685
0.24733883506757565,0.4988399071925754,0.685
0.24757804090419805,0.4988399071925754,0.685
0.24889367300562135,0.4988399071925754,0.685
0.24913287884224375,0.4988399071925754,0.685
0.25116612845353425,0.4988399071925754,0.685
0.2515249372084679,0.4988399071925754,0.685
0.2516445401267791,0.4988399071925754,0.685
0.2516445401267791,0.5034802784222738,0.685
0.2518837459634015,0.5034802784222738,0.685
0.2521229518000239,0.5034802784222738,0.685
0.2526013634732687,0.5034802784222738,0.685
0.25272096639158,0.5034802784222738,0.685
0.2749671091974644,0.5290023201856149,0.685
0.2756847267073317,0.5290023201856149,0.685
0.2759239325439541,0.5290023201856149,0.685
0.27903360842004543,0.5290023201856149,0.685
0.27903360842004543,0.531322505800464,0.685
0.27915321133835663,0.531322505800464,0.685
0.27915321133835663,0.5336426914153132,0.685
0.28106685803133596,0.5336426914153132,0.685
0.28106685803133596,0.5359628770301624,0.685
0.28190407845951443,0.5359628770301624,0.685
0.28190407845951443,0.5382830626450116,0.685
0.28202368137782563,0.5382830626450116,0.685
0.28202368137782563,0.5406032482598608,0.685
0.28429613682573857,0.5406032482598608,0.685
0.28429613682573857,0.54292343387471,0.685
0.28585097476378424,0.54292343387471,0.685
0.28585097476378424,0.5452436194895591,0.685
0.2868077981102739,0.5452436194895591,0.685
0.2868077981102739,0.5475638051044084,0.685
0.2888410477215644,0.5475638051044084,0.685
0.2888410477215644,0.5522041763341067,0.685
0.28991747398636525,0.5522041763341067,0.685
0.2901566798229877,0.5522041763341067,0.685
0.2915919148427222,0.5522041763341067,0.685
0.2918311206793446,0.5522041763341067,0.685
0.2921899294342782,0.5522041763341067,0.685
0.2937447673723239,0.5522041763341067,0.685
0.2937447673723239,0.5545243619489559,0.685
0.2944623848821911,0.5545243619489559,0.685
0.2944623848821911,0.5568445475638051,0.685
0.296136825738548,0.5568445475638051,0.685
0.296136825738548,0.5591647331786543,0.685
0.29673484033010405,0.5591647331786543,0.685
0.29673484033010405,0.5614849187935035,0.685
0.29697404616672646,0.5614849187935035,0.685
0.29709364908503766,0.5614849187935035,0.685
0.29733285492166006,0.5614849187935035,0.685
0.2974524578399713,0.5614849187935035,0.685
0.2980504724315273,0.5614849187935035,0.685
0.302475780409042,0.5614849187935035,0.685
0.3027149862456644,0.5614849187935035,0.685
0.3028345891639756,0.5614849187935035,0.685
0.303073795000598,0.5614849187935035,0.685
0.3031933979189092,0.5614849187935035,0.685
0.32675517282621697,0.5730858468677494,0.685
0.32854921660088504,0.5730858468677494,0.685
0.3287884224375075,0.5730858468677494,0.685
0.3287884224375075,0.5754060324825986,0.685
0.3290276282741299,0.5754060324825986,0.685
0.3292668341107523,0.5754060324825986,0.685
0.3295060399473747,0.5754060324825986,0.685
0.3297452457839971,0.5754060324825986,0.685
0.330821672048798,0.5754060324825986,0.685
0.330821672048798,0.5777262180974478,0.685
0.3310608778854204,0.5777262180974478,0.685
0.33153928955866524,0.5777262180974478,0.685
0.33165889247697644,0.580046403712297,0.685
0.3339313479248894,0.580046403712297,0.685
0.3341705537615118,0.580046403712297,0.685
0.33488817127137904,0.580046403712297,0.685
0.33512737710800145,0.580046403712297,0.685
0.3376390383925368,0.580046403712297,0.685
0.3376390383925368,0.5823665893271461,0.685
0.33895467049396005,0.5823665893271461,0.685
0.33919387633058246,0.5823665893271461,0.685
0.33931347924889366,0.5823665893271461,0.685
0.33931347924889366,0.5846867749419954,0.685
0.33943308216720486,0.5846867749419954,0.685
0.33955268508551606,0.5870069605568445,0.685
0.3444564047362756,0.5870069605568445,0.685
0.3444564047362756,0.5893271461716937,0.685
0.3449348164095204,0.5893271461716937,0.685
0.3449348164095204,0.5916473317865429,0.685
0.34577203683769886,0.5916473317865429,0.685
0.34601124267432126,0.5916473317865429,0.685
0.3490013156321014,0.5916473317865429,0.685
0.3490013156321014,0.5939675174013921,0.685
0.35079535940676954,0.5939675174013921,0.685
0.35079535940676954,0.5962877030162413,0.685
0.351632579834948,0.5962877030162413,0.685
0.3518717856715704,0.5962877030162413,0.685
0.35294821193637127,0.5962877030162413,0.685
0.35294821193637127,0.5986078886310905,0.685
0.35306781485468247,0.5986078886310905,0.685
0.3533070206913049,0.5986078886310905,0.685
0.35522066738428415,0.5986078886310905,0.685
0.3554598732209066,0.5986078886310905,0.685
0.3555794761392178,0.5986078886310905,0.685
0.3558186819758402,0.5986078886310905,0.685
0.3573735199138859,0.5986078886310905,0.685
0.3573735199138859,0.6009280742459396,0.685
0.3576127257505083,0.6009280742459396,0.685
0.35797153450544195,0.6009280742459396,0.685
0.35856954909699795,0.6009280742459396,0.685
0.35856954909699795,0.6032482598607889,0.685
0.35880875493362036,0.6032482598607889,0.685
0.3589283578519316,0.605568445475638,0.685
0.359167563688554,0.605568445475638,0.685
0.3595263724434876,0.605568445475638,0.685
0.3604831957899773,0.605568445475638,0.685
0.3606027987082885,0.6078886310904872,0.685
0.3608420045449109,0.6078886310904872,0.685
0.36132041621815575,0.6078886310904872,0.685
0.3629948570745126,0.6078886310904872,0.685
0.3629948570745126,0.6125290023201856,0.685
0.3634732687477574,0.6148491879350348,0.685
0.3638320775026911,0.6148491879350348,0.685
0.39193876330582467,0.6589327146171694,0.685
0.39528764501853847,0.6589327146171694,0.685
0.39528764501853847,0.6612529002320185,0.685
0.3962444683650281,0.6612529002320185,0.685
0.3962444683650281,0.6635730858468677,0.685
0.3997129529960531,0.6635730858468677,0.685
0.39995215883267554,0.6635730858468677,0.685
0.4049754814017462,0.6635730858468677,0.685
0.4049754814017462,0.665893271461717,0.685
0.4053342901566798,0.665893271461717,0.685
0.4053342901566798,0.6682134570765661,0.685
0.41239086233704103,0.6682134570765661,0.685
0.41239086233704103,0.6705336426914154,0.685
0.41310847984690824,0.6705336426914154,0.685
0.41310847984690824,0.6728538283062645,0.685
0.4176533907427341,0.6728538283062645,0.685
0.4178925965793565,0.6728538283062645,0.685
0.418729817007535,0.6728538283062645,0.685
0.418729817007535,0.6751740139211136,0.685
0.4206434637005143,0.6751740139211136,0.685
0.4208826695371367,0.6751740139211136,0.685
0.4213610812103815,0.6751740139211136,0.685
0.4213610812103815,0.6774941995359629,0.685
0.4226767133118048,0.6774941995359629,0.685
0.422796316230116,0.679814385150812,0.685
0.4241119483315393,0.679814385150812,0.685
0.4243511541681617,0.679814385150812,0.685
0.425666786269585,0.679814385150812,0.685
0.4259059921062074,0.679814385150812,0.685
0.42674321253438585,0.679814385150812,0.685
0.42674321253438585,0.6821345707656613,0.685
0.42746083004425306,0.6821345707656613,0.685
0.4279392417174979,0.6821345707656613,0.685
0.4281784475541203,0.6821345707656613,0.685
0.4284176533907427,0.6821345707656613,0.685
0.4288960650639876,0.6821345707656613,0.685
0.42913527090061,0.6821345707656613,0.685
0.4294940796555436,0.6821345707656613,0.685
0.4296136825738548,0.6821345707656613,0.685
0.4298528884104772,0.6821345707656613,0.685
0.43033130008372206,0.6821345707656613,0.685
0.43033130008372206,0.6844547563805105,0.685
0.43045090300203326,0.6844547563805105,0.685
0.43080971175696686,0.6867749419953596,0.685
0.4314077263485229,0.6867749419953596,0.685
0.43188613802176773,0.6867749419953596,0.685
0.43212534385839013,0.6867749419953596,0.685
0.4626240880277479,0.7146171693735499,0.685
0.4632221026193039,0.7146171693735499,0.685
0.4633417055376151,0.7169373549883991,0.685
0.4646573376390384,0.7169373549883991,0.685
0.4646573376390384,0.7192575406032483,0.685
0.46549455806721685,0.7192575406032483,0.685
0.46549455806721685,0.7215777262180975,0.685
0.4665709843320177,0.7215777262180975,0.685
0.4665709843320177,0.7238979118329466,0.685
0.4666905872503289,0.7238979118329466,0.685
0.4669297930869513,0.7238979118329466,0.685
0.4672886018418849,0.7238979118329466,0.685
0.4675278076785074,0.7238979118329466,0.685
0.4707570864729099,0.7238979118329466,0.685
0.4707570864729099,0.7262180974477959,0.685
0.4708766893912211,0.7262180974477959,0.685
0.4708766893912211,0.728538283062645,0.685
0.4715943069010884,0.728538283062645,0.685
0.4715943069010884,0.7308584686774942,0.685
0.4737471594306901,0.7308584686774942,0.685
0.4737471594306901,0.7331786542923434,0.685
0.47446477694055733,0.7331786542923434,0.685
0.47446477694055733,0.7354988399071926,0.685
0.47685683530678147,0.7354988399071926,0.685
0.47685683530678147,0.7378190255220418,0.685
0.48104293744767374,0.7378190255220418,0.685
0.48116254036598494,0.740139211136891,0.685
0.482358569549097,0.740139211136891,0.685
0.482358569549097,0.7424593967517401,0.685
0.48463102499700994,0.7424593967517401,0.685
0.48463102499700994,0.7447795823665894,0.685
0.4872622891998565,0.7447795823665894,0.685
0.4872622891998565,0.7470997679814385,0.685
0.48797990670972374,0.7470997679814385,0.685
0.48821911254634615,0.7470997679814385,0.685
0.48857792130127975,0.7470997679814385,0.685
0.48869752421959095,0.7494199535962877,0.685
0.49192680301399355,0.7494199535962877,0.685
0.49216600885061595,0.7494199535962877,0.685
0.4931228321971056,0.7494199535962877,0.685
0.493362038033728,0.7494199535962877,0.685
0.4937208467886616,0.7494199535962877,0.685
0.4941992584619065,0.7494199535962877,0.685
0.4947972730534625,0.7494199535962877,0.685
0.4949168759717737,0.7517401392111369,0.685
0.49539528764501856,0.7517401392111369,0.685
0.49539528764501856,0.7540603248259861,0.685
0.49575409639995216,0.7540603248259861,0.685
0.49587369931826336,0.7563805104408353,0.685
0.49635211099150817,0.7563805104408353,0.685
0.4965913168281306,0.7563805104408353,0.685
0.49718933141968663,0.7563805104408353,0.685
0.4976677430929315,0.7563805104408353,0.685
0.4983853606027987,0.7563805104408353,0.685
0.4987441693577323,0.7563805104408353,0.685
0.49946178686759957,0.7563805104408353,0.685
0.49982059562253317,0.7563805104408353,0.685
0.49994019854084437,0.7563805104408353,0.685
0.5008970218873341,0.7587006960556845,0.685
0.5011362277239565,0.7587006960556845,0.685
0.5012558306422676,0.7587006960556845,0.685
0.501973448152135,0.7587006960556845,0.685
0.5022126539887574,0.7587006960556845,0.685
0.5022126539887574,0.7610208816705336,0.685
0.5335486185862935,0.7703016241299304,0.685
0.5345054419327832,0.7703016241299304,0.685
0.5345054419327832,0.7726218097447796,0.685
0.5352230594426504,0.7726218097447796,0.685
0.5354622652792728,0.7726218097447796,0.685
0.5423992345413228,0.7726218097447796,0.685
0.5426384403779452,0.7726218097447796,0.685
0.5434756608061236,0.7726218097447796,0.685
0.5434756608061236,0.7749419953596288,0.685
0.544193278315991,0.7749419953596288,0.685
0.544193278315991,0.777262180974478,0.685
0.5458677191723478,0.777262180974478,0.685
0.5458677191723478,0.7795823665893271,0.685
0.5469441454371486,0.7795823665893271,0.685
0.5469441454371486,0.7819025522041764,0.685
0.5475421600287047,0.7819025522041764,0.685
0.5475421600287047,0.7842227378190255,0.685
0.5489773950484392,0.7842227378190255,0.685
0.5489773950484392,0.7865429234338747,0.685
0.5490969979667504,0.7865429234338747,0.685
0.5490969979667504,0.7888631090487239,0.685
0.5496950125583064,0.7888631090487239,0.685
0.5499342183949288,0.7888631090487239,0.685
0.5512498504963521,0.7888631090487239,0.685
0.5514890563329745,0.7888631090487239,0.685
0.5542399234541323,0.7888631090487239,0.685
0.5544791292907547,0.7888631090487239,0.685
0.5584260255950245,0.7888631090487239,0.685
0.5585456285133358,0.7911832946635731,0.685
0.5605788781246263,0.7911832946635731,0.685
0.5606984810429374,0.7935034802784223,0.685
0.5606984810429374,0.7981438515081206,0.685
0.5615357014711159,0.7981438515081206,0.685
0.5615357014711159,0.8004640371229699,0.685
0.5620141131443607,0.8004640371229699,0.685
0.5622533189809832,0.8004640371229699,0.685
0.5630905394091615,0.8004640371229699,0.685
0.563329745245784,0.8004640371229699,0.685
0.566200215285253,0.8004640371229699,0.685
0.5664394211218754,0.8004640371229699,0.685
0.5684726707331659,0.8004640371229699,0.685
0.5691902882430331,0.8004640371229699,0.685
0.569668699916278,0.8004640371229699,0.685
0.5699079057529004,0.8004640371229699,0.685
0.5714627436909461,0.8004640371229699,0.685
0.5720607582825021,0.8004640371229699,0.685
0.5721803612008133,0.8004640371229699,0.685
0.5721803612008133,0.802784222737819,0.685
0.5725391699557469,0.802784222737819,0.685
0.5727783757923693,0.802784222737819,0.685
0.5734959933022366,0.802784222737819,0.685
0.573735199138859,0.802784222737819,0.685
0.5740940078937926,0.802784222737819,0.685
0.574333213730415,0.802784222737819,0.685
0.5746920224853487,0.802784222737819,0.685
0.5749312283219711,0.802784222737819,0.685
0.5750508312402822,0.802784222737819,0.685
0.5752900370769046,0.802784222737819,0.685
0.5762468604233943,0.802784222737819,0.685
0.5764860662600167,0.802784222737819,0.685
0.5768448750149504,0.8051044083526682,0.685
0.5773232866881952,0.8051044083526682,0.685
0.5774428896065064,0.8051044083526682,0.685
0.6060279870828849,0.8283062645011601,0.685
0.6062671929195073,0.8283062645011601,0.685
0.6063867958378184,0.8306264501160093,0.685
0.6068652075110633,0.8306264501160093,0.685
0.6072240162659969,0.8306264501160093,0.685
0.6080612366941753,0.8306264501160093,0.685
0.6083004425307977,0.8306264501160093,0.685
0.608420045449109,0.8306264501160093,0.685
0.6086592512857314,0.8306264501160093,0.685
0.6108121038153331,0.8306264501160093,0.685
0.6110513096519555,0.8306264501160093,0.685
0.611888530080134,0.8306264501160093,0.685
0.611888530080134,0.8329466357308585,0.685
0.6120081329984451,0.8329466357308585,0.685
0.6120081329984451,0.8352668213457076,0.685
0.615357014711159,0.8352668213457076,0.685
0.615357014711159,0.8375870069605569,0.685
0.6157158234660925,0.8375870069605569,0.685
0.6157158234660925,0.839907192575406,0.685
0.6193039110154288,0.839907192575406,0.685
0.6193039110154288,0.8422273781902552,0.685
